Name,Dominant Topic, Percentage of Positive Sentiment,Review Quality Index,Comment,Speciality,Number of Review,Bayesian Adjusted Rating
Dr. Steven Beldner,Punctuality,0.538461538,0.868734436,"Dr Beldner saved my hand! He is so kind, smart and talented. He explained the most complex ideas in a way I could understand.",Orthopedic Surgeon,20,4.0375
Dr. Steven Beldner,Konwledge,1,0.082606241,"I highly recommend Dr. Beldner, he is a great doctor and surgeon. When I went to him for a broken wrist, he presented the options to me regarding surgical versus nonsurgical treatments and let me decide. I initially chose to forego surgery, and after I changed my mind due to scheduling concerns, he patiently explained to me what to expect. He is as kind and caring as he is skilled. My surgery was a success, and based on his advice my recovery has been fast. I have seen several physical therapists who have told me how good the alignment of my bones is, and one went so far as to tell me that he took his own daughter to Dr. Beldner, who was his first choice. Dr. Beldner inspires a lot of trust.",Orthopedic Surgeon,20,4.0375
Dr. Steven Beldner,Staff,0.5,0.383509747,Was very kind and patient. Really knew what he was doing. I was able to avoid the surgery I was told by another doctor would be necessary. Great office ambience and staff.,Orthopedic Surgeon,20,4.0375
Dr. Steven F. Harwin,Punctuality,0.9,0.656239146,"Having a ten plus year mileage with Dr. Steven F. Harwin, between the replacement of both my knees and hips, respectively 2003,2004,2006 and most recently Nov 5, 2013 Doc. Harwin has really perfected his craft as an outstanding orthopedic surgeon. Comparing the first TRHR in 2003 to the TLHR I just underwent there is none, my ability to ambulate although on a walker pretty much effortless. I am able to shower unassisted and comfortably and the best is there no precautionary movements. Thanks a bunch Dr. Harwin",Orthopedic Surgeon,31,4.183206107
Dr. Steven F. Harwin,Konwledge,0.777777778,0.575738409,"I am here today for a follow up due to knee pain in my right knee post surgery of 2 years ago. Dr. Harwin explained the reason for the pain and I am satisfied with the reasoning. I would like to take this opportunity to affirm and highly recommend Dr. Harwin's services, especially since I am a member of 32BJ and participated in the Joint Replacement Program with 32 BJ and Mt.Sinai. The whole experience from Pre Op through surgery, hospitalization and Post Op. was tremendous, professional and extremely cost effective. I paid a $100 Copay and also purchased the cooling machine Dr. Harwin recommended and that was all. Transporation was provided to and from my home and surprisingly a coupon for about $70 was given to us to shop for food at home Post Op I highly recommend Dr. Harwin and this program for any 32 BJ members who qualify Thank you, Tom Kelly .",Orthopedic Surgeon,31,4.183206107
Dr. Steven F. Harwin,Staff,0.916666667,0.261231419,One of the most pleasant Doctor experience I Have ever had. I have already recommended someone to him.,Orthopedic Surgeon,31,4.183206107
Dr. Steven Hockstein,Punctuality,0.6,0.923977457,"In response to my question at 29 weeks of pregnancy that I would like to attempt birth without bupivicaine, the most common ingredient in epidural, Dr. Hockstein's response was ""we'll see what you want once you are in labor"". This is my first pregnancy, and being intimidated by my own doctor of my own labor is something I have never expected of medical professionals at Cornell. To the question 'will I be able to move during labor' his response was ""yes"", even though he perfectly well knows that at Cornell they hook you up to IV when they accept you, and then attach the stationary monitor (in 2015!!!!!!!! GE released wireless monitors in 2011, Cornell uses stationary monitors!!!!) right away, which will virtually abolish your ability to move around. When I emailed the doctor to ask him to clarify these issues for me, I have received no response, even though the nurses always responded within 2-3 hours before. I am a Weill Cornell alum, and I am ashamed that this doctor is part of the practice. To my question 'I have a low blood pressure that drops during the day"", his response was ""there are all these young healthy women with generally low blood pressure running around, and when they get pregnant their blood pressure drops more' - what a delightful bout of mysogeny - I am an executive director at the largest swiss bank, YOUNG WOMEN RUNNING AROUND???? ",Gynecologist (OBGYN),27,4.061023622
Dr. Steven Hockstein,Konwledge,1,0.062107823,"Dr. Hockstein is very professional,personable, and extremely knowledgeable. I would give him the HIGHEST recommendation. He's AN AMAZING DOCTOR!!!",Gynecologist (OBGYN),27,4.061023622
Dr. Steven Hockstein,Staff,1,0.942056428,"Cannot say enough good things about Dr Hockstein. I had my first child with him, and the second I found out I was pregnant with my second, we had plans to move out of the city. We stayed in the city longer mainly because we wanted to see the pregnancy through with Dr Hockstein. Can't imagine having another OBGYN. He has an incredible bedside manner, professional, supportive, friendly, smart, and most of all - he SMILES every time you see him, and seems to love what he does. He was incredible during labor, and handled the entire process with care, warmth, and professionalism. The nurses at NY Presbyterian adore him, and it shows in their performance. I wish he could be my doctor for everything. Cannot recommend him more highly. Its a no brainer.",Gynecologist (OBGYN),27,4.061023622
Dr. Steven I. Tay,Punctuality,1,0.813189359,Dr. Tay is a wonderful human being - he really cares about his patients. What doctor calls you on a Sunday afternoon to discuss you test results.,Internist / Geriatrician,8,4.0625
Dr. Steven I. Tay,Staff,1,0.11845413,"Dr. Tay is the best! He's everything you want your doctor to be, plus he's a very funny guy. Great sense of humor!",Internist / Geriatrician,8,4.0625
Dr. Steven J. Pearlman,Punctuality,0.363636364,0.877714854,"messed up my nose, collapsing right nostril, large bone sticking out of top pf noe. no bedside manner pompous and rude.......i note he has move from cosmetic surgery probably because he was no good at it.","Plastic / Cosmetic Surgeon, Physician",103,4.334187192
Dr. Steven J. Pearlman,Konwledge,0.906666667,0.973963404,"I consulted with him about dark circles under my eyes. He and a staff member (who had had the treatment with obviously good results) sold me on restylane. ""You're going to love it."" However, he made a horrible mistake on one of my eyes, which left the entire side of my face black and blue for a month. I knew something was wrong immediately but was told by his staff that this was a ""normal reaction"". After two weeks, I insisted on seeing him and he admitted to making a mistake, ""my friend did the same thing to his wife"", is what he said. Although he tried to treat it by a dissolving method, the results were not very successful. I asked for my money back and he became completely indignant. ""We don't give refunds"", he said and ""I'm not going to charge you for the follow-up visit"", as though he was doing me a favor. Two years later, it is almost worn off but I still have a slight indentation under my eye that looks like his fingerprint. Do not take a chance with this doctor.","Plastic / Cosmetic Surgeon, Physician",103,4.334187192
Dr. Steven J. Pearlman,Staff,0.823529412,0.9177646,Dr. Pearlman is exceptional and one of the most knowledgeable doctors in his field.,"Plastic / Cosmetic Surgeon, Physician",103,4.334187192
Dr. Steven Kauftheil,Punctuality,0,0.002738386,"When we talk about excellence, we must talk about Dr. Kauftheil.",Dentist,3,4.029126214
Dr. Steven Kauftheil,Konwledge,0,0.005109998,Dr. Kauftheil is a great dentist. Before coming to him I was terrified of the dentist. He made me look great and I am no longer afraid. Thanks Dr. Kauftheil.,Dentist,3,4.029126214
Dr. Steven Kauftheil,Staff,1,0.031611218,"Dr. Kauftheil has been my primary dentist for the past 2 years. During this time he put in a crown and did a number of fillings in addition to the usual checkups. The work he did for me was excellent, I haven't had a single problem with the crown or any of the fillings and they look great too! He has a good bedside manner, is professional and friendly, and is always willing to answer any questions . I never felt like I was being pushed into an unnecessary procedure and I take him to be as honest as they come. Is he a ""cheap"" dentist? Not exactly, but you get what you pay for. During the past year I've recommended Dr. Kauftheil many times and I wouldn't hesitate to recommend him again.",Dentist,3,4.029126214
Dr. Steven R. Fox,Konwledge,0,0.006968469,Dr. Fox goes a great job and explains all the options we'll.,Dentist,9,4.082568807
Dr. Steven R. Fox,Staff,0.75,0.110817256,I consider my visit with Dr. Fox to be a pleasant and productive one. He clearly explained to me my dental needs and his options for treatment speaks of knowledge and expertise.,Dentist,9,4.082568807
Dr. Steven Sarin,Staff,1,0.176828538,"Perfect doctor, very knowledgeable. You should definitely see him",Dentist,4,4.036057692
Dr. Struan Coleman,Punctuality,0.785714286,0.938209636,"Dr. Coleman is simply the best!! He diagnosed me correctly in just 5 minutes with a labral tear. (when 2 other doctors gave me wrong diagnoses). Even though I only had one appointment with him, I trusted him enough to schedule hip arthroscopy right away, and I am so glad I did!! I had surgery two months ago, and my hip has improved so much already. I am doing PT right now, and I feel so much stronger. I know that I'll be back to normal, maybe even better than normal, soon. Thank you Dr. Coleman!!",Orthopedic Surgeon,22,4.071065574
Dr. Struan Coleman,Konwledge,0.833333333,0.945710326,"Excellent! My surgery for a labral tear was very successful and I am so happy to be out of constant pain.
",Orthopedic Surgeon,22,4.071065574
Dr. Struan Coleman,Staff,1,0.044324586,"very friendly staff Great patience answering all my questions	",Orthopedic Surgeon,22,4.071065574
Dr. Stuart W. Haber,Punctuality,0.4,0.934603875,"I have been called a complicated case by many doctors due to to the fact that I have many heath problems and at times I am being treated for 3 or 4 major health problems at one time. Dr. Haber is the first and only doctor that has been able to treat me for multi health problems while making me feel safe and secure that nothing was being missed and all problems were being treated with equal interest. He is an excellent doctor who really cares. Is his staff perfect? No, but all in all they are no better or worse than any other doctors office. Have I had to wait long? Depends on the day. Most days the wait is not bad at all but there have been times where the wait was longer than I would have liked. That is because each and every patient gets that same level of care. If someone needs more time they are given it, for this I can never be annoyed. His he rushed? sometimes yes. Has it ever effected my level of care? NEVER. You will not find a better doctor!",Internist / Geriatrician,9,4.017614679
Dr. Stuart W. Haber,Staff,0.75,0.185729724,"Pleasant office and staff. Very rushed, harried, over stressed physician - it's difficult to feel you're getting quality health care when the physician is bouncing in and out of the room doing half a dozen things at once.",Internist / Geriatrician,9,4.017614679
Dr. Suck madick,Punctuality,1,0.187664649,"his d.ick long
his mind strong.
he was inside me
it hurited ligthly
",Family Doctor / G.P.,2,4.017156863
Dr. Sue G. Decotiis,Punctuality,0.5,0.921197442,"I've been seeing her for several years. If you need to get in quickly, she's your girl. And she's very free with scripts -- I walk out with several each visit. But as my friend and I have always said, if there's anything seriously wrong with us, we'd switch to someone else.",Family Doctor / G.P.,23,3.975609756
Dr. Sue G. Decotiis,Konwledge,1,0.04903298,I've been a pt of Dr Decotiis for many years. I trust her expertise and I feel lucky to have found her.,Family Doctor / G.P.,23,3.975609756
Dr. Sue G. Decotiis,Staff,0.916666667,0.141382456,"Dr. Decotiis is an outstanding Doctor and I would highly recommend her to anyone looking for a better overall experience. She and her staff make the doctor visit so enjoyable and in my past experience, this is hard to find! If given the chance, make an appointment and change your doctor to Dr. Decotiis because she is the BEST!!!",Family Doctor / G.P.,23,3.975609756
Dr. Susan E. Klein,Punctuality,0.538461538,0.478303799,"I was disappointed in Dr. Klein. She tried to shrug me off to a nutritionist (whom I assume she was getting a referral kickback from) and resisted giving me general dietary guidelines for a common problem. I find other doctors often give information sheets that provide advice or point you to free or inexpensive resources in similar situations--I don't think this is too much to ask. I have since made it down to a healthy weight on my own without spending a ton of money. Dr. Klein ranted at me and was not sympathetic or very helpful, commanding me to establish unrealistic weight loss goals (bordering on being underweight). I understand she was trying to jolt me into action, but it came out as being insulting to my intelligence and was obviously not the best way to approach the issue. She was a little hysterical and did not display the calm professionalism I expect from a doctor. Everything was a crisis. I would be nervous to come to her with a more immediately life-threatening condition.",Family Doctor / G.P.,18,3.872118644
Dr. Susan E. Klein,Staff,0.8,0.265964992,"Dr.Klein was extremely informative, helpful and caring. I really felt that she took the time out to listen to my problems and help me to find an appropriate specialist. She is wonderful!",Family Doctor / G.P.,18,3.872118644
Dr. Susan Loeb-Zeitlin,Punctuality,1,0.138887286,My husband and I were blown away by Dr. Loeb-Zeitlin's bedside manner and attentiveness. You are definitely in good hands with her.,Gynecologist (OBGYN),21,4.110909091
Dr. Susan Loeb-Zeitlin,Konwledge,0.666666667,0.009846639,"I have never had any better gynae than Dr Susan! I’m terrified of a full exam and she did it in no time, making me comfortable and absolutely painless. Can’t recommend her enough! ",Gynecologist (OBGYN),21,4.110909091
Dr. Susan Loeb-Zeitlin,Staff,0.9375,0.136600013,Dr Susan loeb-zeitlin is the best doctor in the world!!!,Gynecologist (OBGYN),21,4.110909091
Dr. Suzanne K. Fenske,Punctuality,0.5,0.652029607,"I am so disappointed I went to Dr. Fenske - I went to her to have a cyst removed from my ovary. During the procedure, she noticed that my right fallopian tube had adhesions and was dilated. She said she cleaned it up, and that I was fine to conceive naturally. 2 months post-op, I was still feeling bloated and saw a reproductive endocrinologist. He did an ultrasound and HSG and diagnosed me with bilateral hydrosalpinx - both tubes blocked and fluid filled - zero change of conceiving naturally and IVF chances were halved if I didn't remove them. Confused and mortified, I got the opinions of 3 different REs, who all said it is a rare complication. I just got through a second surgery to have both my tubes removed, and recovering much much better. I will be proceeding with IVF in a few months. I wouldn't wish the emotional and physical stress, and the $30K + $15K for IVF on anyone.",Gynecologist (OBGYN),18,4.016949153
Dr. Suzanne K. Fenske,Konwledge,1,0.883153109,"My experience with Dr. Fenske has been beyond positive. She was the third surgeon whose opinion I sought out after learning I needed an operation. She significantly surpassed my expectations, as she was knowledgable, professional and had incredible bedside manner. The previous MD's I met with lacked sensitivity and did not take the time to educate me on available treatments. Dr. Fenske was patient, imformative, and was able to quell my anxieties regarding surgery. I knew I was in good hands once I left her office. I am now post-op and recovering nicely. I highly recommend her.",Gynecologist (OBGYN),18,4.016949153
Dr. Suzanne K. Fenske,Staff,0.8,0.951652553,Amazing bedside manner. She really took her time with me and was so knowledgeable.,Gynecologist (OBGYN),18,4.016949153
Dr. Svetlana Kogan,Punctuality,0.8,0.220202401,"I do not have health insurance but this visit was definitely worth the money. Dr.Kogan gave me the most thorough physical I ever had, including all the high tech diagnostic tests. She also followed up with me about my results. Very holistic and caring. I recommend her to everyone who wants quality and personalized preventive care.",Internist / Geriatrician,15,3.937652174
Dr. Svetlana Kogan,Konwledge,0.5,0.227182004,great practice downstairs from where I live! Recommend to all Upper West Siders,Internist / Geriatrician,15,3.937652174
Dr. Svetlana Kogan,Staff,0.75,0.1680877,I wish Dr. Kogan would take BlueCross BlueShield again! I hate all the doctors I have to go to because of my insurance company.,Internist / Geriatrician,15,3.937652174
Dr. Syngil Steven Yang,Punctuality,0.571428571,0.788067721,"Dr. Yang is a wonderful doctor. My thumb injury was very bad and he made sure I was scheduled for urgent surgery a few days after my first visit with him. At every visit, he took the time to clearly explain the process, the surgery, all the possible outcomes and expectations. He listened and responded to all my questions and was always on time with his schedule, if not early. I'd highly recommend him to anyone who needs hand surgery. At the PT facility he recommended me to for post-op care I had an excellent experience and my recovery has been smooth and with no issues. ",Orthopedic Surgeon,14,3.99122807
Dr. Syngil Steven Yang,Konwledge,1,0.686794423,"recommend dr.yang highly. Great doctor, on time,knowledgeable,makes you feel comfortable, successful surgery. A real people doctor, a great listener.",Orthopedic Surgeon,14,3.99122807
Dr. Syngil Steven Yang,Staff,1,0.912538133,"Dr. Yang was wonderful from the first appointment I had through the follow-up of my hand surgery. He is a wonderful doctor, and I would highly recommend him and his staff.",Orthopedic Surgeon,14,3.99122807
Dr. Syra Hanif,Staff,1,0.292204892,She was very helpful with my needs and I will keep seeing her. I saw her for what I thought was post pardum and she was very understanding and professional,Family Doctor / G.P.,2,4.019607843
Dr. Szilvia Nagy,Punctuality,1,0.830044513,"Wow, I was so pleasantly surprised with Dr. Nagy! I read the reviews on this site and decided to try her out. I am very pleased that everyone was right about her! She was very friendly, polite, attentive, and most importantly, responsive to my questions. I came in for a regular pap, to change my pill, and to discuss yeast infection problems I have been having. Unlike previous gynos I've had, Dr. Nagy explored my pill options with me, went through the differences in hormone levels when comparing certain pill brands and even tried to find a generic in my pharmacy to save me money. Furthermore, she explored treatment options for my yeast infections unlike other gynos I've had in the past who literally gave me no options or explanations. I was very very happy with the way the visit went and am looking forward to our future doctor patient relations. Also- the staff in the office were all super nice and the facilities were very clean and well kept. All in all, I am a very happy camper!",Gynecologist (OBGYN),20,4.152083333
Dr. Szilvia Nagy,Konwledge,0.5,0.003257339,Dr. Nagy is so down to earth and so easy to talk to. She makes you feel so comfortable and she genuinely cares about you. I love that I can contact her at anytime and I will always get an answer from her. The Best!,Gynecologist (OBGYN),20,4.152083333
Dr. Szilvia Nagy,Staff,1,0.746845321,"Dr. Nagy is hands down the BEST doctor I have ever had. She managed my care for my first pregnancy and delivered my baby via c-section since she was breech. I looked forward to every appointment with Dr. Nagy since she always greeted me with a hug, really got to know my husband and me, spent lots of time with us, answering all our questions and making sure we understood and were comfortable with everything, and never rushed an appointment (and yet, we never had to wait for more than a few minutes to see her - ever). She truly builds a relationship with her patients - and is an excellent surgeon on top of that. My c-section delivery was flawless, and she took the fear out of it for me. I had a very smooth recovery, and she was wonderful about following up with me. I am referring my sister to her when she gets pregnant. Also (since this can be as important as a good doctor) her office staff is wonderful and efficient and the office space is very nice. I miss going there each week.",Gynecologist (OBGYN),20,4.152083333
Dr. Tahira Homayun,Punctuality,1,0.026079389,"Dr. Homayun was kind, the exam was easy, her office was pleasant. She warned me that the prescription I had previously received wasn't available in generic form, which I thought was very considerate. All around, a very good experience.",Gynecologist (OBGYN),6,4.049528302
Dr. Tahira Homayun,Konwledge,1,0.003768104,"Small, comfortable office - never a wait - Dr. Homayun is so nice and makes you feel very comfortable. Very knowledgeable.",Gynecologist (OBGYN),6,4.049528302
Dr. Tahira Homayun,Staff,0.75,0.301282978,"I recommend her highly. I dislike going to a gynecologist, but Dr. Homayun always made me feel at ease during my visits. Very competent and knowledgeable physician, caring manner, very good listener. Very trustworthy doctor.",Gynecologist (OBGYN),6,4.049528302
Dr. Tamara Guichard,Punctuality,0.333333333,0.320183883,Horrible experience and no follow-up with reports. ,Gynecologist (OBGYN),12,3.819196429
Dr. Tamara Guichard,Staff,1,0.977736228,"amazing doctor, She is very knowledgeable and very down to earth. Her staff was really professional and treated me really well. I would highly recommend her. ",Gynecologist (OBGYN),12,3.819196429
Dr. Tamatha Fenster,Punctuality,1,0.162128762,Removed fibroids from my uterus and 3 kids later I couldn’t be more grateful! ,Gynecologist (OBGYN),7,4.065420561
Dr. Tamatha Fenster,Konwledge,1,0.047321053,Absolutely The best Gyn surgeon in Manhatten- actually all of NYC! ,Gynecologist (OBGYN),7,4.065420561
Dr. Tamatha Fenster,Staff,1,0.125986657,Amazing doctor. Performed a very difficult laparoscopic surgery that other doctors said they couldn’t do. I have never felt better.,Gynecologist (OBGYN),7,4.065420561
Dr. Tamer Seckin,Punctuality,0.776978417,0.997775172,"I'm glad to find this site, Just to let people know the risk you might take. I went to see him for the surgery of my ovarian cyst. after first visit with a 2 minutes check up. we set up the surgery date. And days later, I received a lab result of a pap smear sent by his office which I never took. I called just to make sure they can correct the mistake and send it to the right person. The respond from his office was rude and they denied any wrong doing. what is more ridiculous was Dr. Seckin called me later to convince me that it was me who do not know what is going on. ""You lay there, I took it, you cannot see it, how you know it was not taken?"" I got so angry seeing a doctor has so little of honesty and can just lie for his staff regardless of patients rights. The argument kept going, until he said: Maybe I didn't do it. It might be a mistake...I found another surgeon and the surgery was a success. It bothered me till now how this kind of doctor still earn peoples respect.",Gynecologist (OBGYN),207,4.152052117
Dr. Tamer Seckin,Konwledge,0.714285714,0.996230739,"I am 6 days post op and I cannot begin to express the gratitude I feel for this man. He is truly my hero. My family also chose Dr. Seckin in the past and couldn't be happier and healthier. Dr. Seckin spent 5 hours In surgery, meticulously working on every inch of my uterus... Amazingly suspending my ovaries to clean every crevice, leaving nothing undetected! My once scarred stage 4, horrifically painful insides will now be worry free and sparkle beautifully because of this man and his true God given talent. I am forever grateful for his knowledge, humble nature, kind smile and words to me in the recovery room ( that meant so much). I was extremely worried about the cost, but he worked with me and my insurance. Kim, you are a doll and I cannot thank you enough for all your help. I hope this helps the many of you who are wracking your brains researching the Internet. It's def scary...and stressful.... But you have landed the right man for the job! God bless him :)",Gynecologist (OBGYN),207,4.152052117
Dr. Tamer Seckin,Staff,0.8,0.966469329,"I came to Dr Seckin with a very unusual situation, He took time to explain what was going on and my options, he offered me an option that no other doctor had, He was confident and made me feel very comfortable. His staff was so so polite and helpful, they helped to fit me in the schedule so that I wouldn't have to be in pain a minute longer than I had to. I recommend Dr Seckin to every woman looking for a solution to their problem. He has the knowledge and experience to make you better!",Gynecologist (OBGYN),207,4.152052117
Dr. Tamim M. Nazif,Staff,1,0.086177091,Excellent experience and care at the premier cardiovascular hospital in New York City,Family Doctor / G.P.,1,4.00990099
Dr. Tammy L. Leopold,Punctuality,0.833333333,0.768757164,"When a first visit to a doctor starts with ""what can I do for you? "" instead of ""How are you""? it sets the tone for a pretty unpleasant visit. Dr. Leopold was very low energy and not really interested in getting to know me.",Family Doctor / G.P.,25,4.112
Dr. Tammy L. Leopold,Staff,0.947368421,0.939382541,"Good doctor, very helpful and kind. Helped solve my problem quickly. Will recommend to friends",Family Doctor / G.P.,25,4.112
Dr. Tara Allmen,Punctuality,0.944444444,0.932496958,"Dr. Allmen is a brilliant scientist and physician trapped in the body
of a beautiful, very funny lady who puts you at ease. My menopause
symptoms are part of a complicated medical history. One day I emailed
her about treatment concerns. Before I knew it I had a reply message
asking me to call her at 2 pm that day. I called. Dr. Allmen's fun and
friendly personality came over the phone. She listened and she solved
my problem. Dr. Allmen has saved me from doctors who are not
interested in the whole picture.
",Gynecologist (OBGYN),107,4.428357488
Dr. Tara Allmen,Konwledge,0.833333333,0.903619152,I have been with Dr. Allmen for years and would not think of ever going to anyone else.,Gynecologist (OBGYN),107,4.428357488
Dr. Tara Allmen,Staff,0.984615385,0.977942171,"I first contacted Dr. Allmen when I couldn't take the hot flashes anymore. She spent ages on the phone with me even though I hadn't yet signed on as her patient. I made an appointment and listened to her terrific book, Menopause Confidential (a great listen…she narrates the audiobook herself, and she’s just as warm and funny in person).
That was 3 years ago, and I cannot recommend her highly enough. She performs an old-fashioned office consultation at every annual exam, really taking the time to get to know all about your life, not just your symptoms. She is empathetic but no-nonsense, and gives you all the information you need to make decisions about your medical care and general wellness. Dr. Allmen always responds to emails quickly and seems happy to help with big and small questions that crop up between annual visits.
Call her…you’ll be so glad you did!",Gynecologist (OBGYN),107,4.428357488
Dr. Tara Shirazian,Punctuality,0.782608696,0.884053598,"I saw Dr. Shirazian last summer to consult about a fibroid that was detected through an ultrasound. We discussed the options for treating it and also considered a long-term strategy, should I plan to have children. Dr. Shirazian finds a delicate balance between a cautious, conservative assessment and an aggressive, effective treatment. I knew that I was in good hands working with her the entire way through, and she even went so far as to speak with me over the phone after hours when I expressed anxiety over our surgery! The surgery was a success, her team made the entire experience enjoyable (as enjoyable as a surgery can be) and I feel significantly better, not realizing how imbalanced and congested my reproductive system was! Full disclosure, we ended up finding and removing polyps rather than the fibroid (which is still there, but not posing a threat), and my periods have completely changed. For the majority of my life, I've dealt with excruciating, heavy periods and since the surgery this is no longer the case. I can't thank Dr. Shirazian enough–her patience, warmth, breadth of knowledge and confidence is a combination that is difficult to find. I consider myself lucky to have her as my OB-GYN.",Gynecologist (OBGYN),117,4.471198157
Dr. Tara Shirazian,Konwledge,1,0.971288199,"I came to see Dr.Shirazian after having a few years of fibroid issues which my original doctor was not taking care of properly. Dr Shirazian was booked for months but when I told her staff that I was in need of her for a second opinion they took me in right away. Dr. S was ready to remove the last fibroid without hesitation. I struggled for years with fibroids that caused me trips to the ER due to excessive hemorrhaging during my periods. I was scared and felt alone but as soon as I met with the Dr. I knew I had come to the right place. She got me in for surgery right away (even on a day she doesn't typically operate) and even though we knew the recovery was harder, we decided on an abdominal myomectomy. She ensured this was the only way to guarantee a successful removal. She held my hand and played music before the surgery and made me feel very comforted. She answered any questions my mom and I both had, and we had A LOT! I couldn't thank her enough for being such an amazing doctor and human! So many doctors lack empathy today and she definitely makes up for them! If you have fibroid problems, go see Dr. Shirazian. I'm two weeks post op and feeling great!",Gynecologist (OBGYN),117,4.471198157
Dr. Tara Shirazian,Staff,0.960784314,0.967215815,THE BEST!!! I'm so lucky to have Dr. Shirazian as my surgeon.,Gynecologist (OBGYN),117,4.471198157
Dr. Teofilo F. Serafin,Punctuality,0,0.089631022,"Excelente, nos sentimos muy complacidos con su trabajo.
Bendiciones!!!",Dentist,7,4.065420561
Dr. Teofilo F. Serafin,Konwledge,1,0.048590994,"very talented, artistic, and a great pianist, he is my dentist.",Dentist,7,4.065420561
Dr. Teofilo F. Serafin,Staff,0.8,0.253554013,An excellent dentist. Very dedicated professional. Respectful and very meticulous. Very reasonable prices.,Dentist,7,4.065420561
Dr. Teresa H. Cheon,Punctuality,0.454545455,0.82893984,"I was a 36 year old woman who suffered a recent miscarriage when I went to see Cheon to help me conceive and diagnose irregular, painful cycles. It was 4 months before she ordered an endometrial biopsy, but waited 23 days after receiving the results to tell me I did not ovulate. She never considered endometriosis, of which I showed all symptoms. After asking repeatedly how best I should try to conceive, her advise was to have intercourse every other day from days 11-19, but she incorrectly diagnosed my cycles to begin with. She told me not to bother with charting cervical mucous or basal body temp. No once did she try to find our if and when I was ovulating, or if my hormone levels were normal. At the 5th month I urged her to start fertility testing. She said to wait 1 month. Shortly after I had spotting, more irregular than before, so then called her to discuss what to do. She refused to take my call, her office stating that she will only speak to patients during appoinments.",Gynecologist (OBGYN),23,3.991219512
Dr. Teresa H. Cheon,Staff,1,0.503374037,"Dr. Cheon delivered my first child and I must say she was very knowledgeable and caring. As a mom of 3 herself (girl and twin girls) she definitely understood what I was going through and was compassionate during the entire 9 months. At NYU I actually met with all 3 doctors from the practice Dr. Benedetto and Dr. Anzai during my labor/deliver/post recovery and they were all very nice. They were a good tag team and made sure someone was always going to follow up with you. Also, Dr. Cheon has a ~90% patient delivery rate. Many other doctors rotate their ""on call"" times at hospitals so you might see one doctor most of your pregnancy only to have her/his colleague deliver your baby! If keeping that delivery rate means some rescheduling of appointments, I dont mind since I know she will be there for me on MY day. Also her staff Sabrina(nurse/asst) and Kim (front desk) are very cordial and nice (even though they are always very busy).",Gynecologist (OBGYN),23,3.991219512
Dr. Theresa M. Reyes,Punctuality,0.5,0.148307349,"I like Dr. Reyes very much, she tries to offer free samples on meds that may not be covered and is very kind and considerate. My husband now goes to her too.",Family Doctor / G.P.,7,4.009345794
Dr. Theresa M. Reyes,Staff,1,0.057533584,"Dr Reyes is been a wonderful dactor since the start,I been her patient just about 3 months and she is so far the best.",Family Doctor / G.P.,7,4.009345794
Dr. Thomas W. Loeb,Punctuality,0.5,0.059830573,God works through this mans hands. Sheer talent that words alone can not entirely express . .,"Plastic / Cosmetic Surgeon, Physician",33,4.097744361
Dr. Thomas W. Loeb,Konwledge,0.961538462,0.961469845,"Yeh, good service for staff,yeh, on time........but he's rated as number# 1"" ""EYE MAN"" in NY---but he left me with scars from upper eyelid surgery you can see from 2 ft. away!!!!! BEWARE!!! He did a beautiful job on one arm---the other so bad it had to be done again...result not so good. BEWARE!!! He might do a good job BUT WHY TAKE THE CHANCE???!! i GET THE SCARS--HE GETS THE MONEY!!!","Plastic / Cosmetic Surgeon, Physician",33,4.097744361
Dr. Thomas W. Loeb,Staff,0.8,0.080059031,Dr. Loeb is both professional and caring. He does an excellent job every time I see him and that is why I SEND EVERYONE TO HIM. I have been his patient for many years and I'M ALWAYS HAPPY WITH THE RESULTS!!,"Plastic / Cosmetic Surgeon, Physician",33,4.097744361
Dr. Thomas Youm,Punctuality,1,0.935516054,"very nice doctor, spends time with you, knowlegable, warm works with ny giants good man",Orthopedic Surgeon,13,4.022831858
Dr. Thomas Youm,Konwledge,1,0.937425113,Dr. Youm knew exactly what he was doing when I had surgery on my hip. It works perfect now and i wouldn't be the way i am now without his help.,Orthopedic Surgeon,13,4.022831858
"Dr. Todd Bertman, D.M.D.",Punctuality,0.5,0.873450004,"Dr. Bertman is the best ! Both my girlfriend and I have been going to him for quite some time and he has literally gone above and beyond to be there for us. Also, Bertman is amazing at helping with last minute appointments and answering any questions.very helpful with insurance issues.",Dentist,33,4.165413534
"Dr. Todd Bertman, D.M.D.",Konwledge,1,0.719061544,I chose Dr. Bertman based on this site. I've only been there once but I had a very positive interaction.,Dentist,33,4.165413534
"Dr. Todd Bertman, D.M.D.",Staff,0.961538462,0.947259351,"I went to their new office downtown because I wanted to stay with this team and expected the same treatment as uptown. I was not disappointed, clean brand new office and a fabulous staff.",Dentist,33,4.165413534
Dr. Tracy B. HEMMERDINGER,Punctuality,1,0.177836922,"Dr. Bohn is the best doctor I have ever had. She was sincerely excited for me when I was pregnant even when I was not (I had had multiple miscarriages). When her colleague gave a poor explanation of test results that had me worried, I asked for her to call me and she explained it so simply and made me realize the results were good. When she and her colleagues recommended a medication I was concerned about, she researched it that day and told me the next day I was corret to be concerned and that the medical team was not making the correct recommendation!",Gynecologist (OBGYN),6,4.049528302
